"cluster ID","marker gene","myAUC","avg_diff","power","","",""
"GABA4","Rpl27a","0.278","-1.1754691509729","0.444","","",""
"GABA4","Fbxl4","0.715","1.1196628036942","0.43","","",""
"GABA4","Agpat6","0.713","1.0208553180191","0.426","","",""
"GABA4","Ankrd34b","0.709","1.1874481194768","0.418","","",""
"GABA4","Gm13498","0.708","2.1577937096358","0.416","","",""
"GABA4","Gadd45g","0.297","-1.1563778092509","0.406","","",""
"GABA4","Dbndd2","0.703","1.0943120540194","0.406","","",""
"GABA4","Arx","0.702","1.5501197417202","0.404","","",""
"GABA5","Lhx6","0.853","3.3429404835073","0.706","","",""
"GABA5","Vsnl1","0.839","1.153289096363","0.678","","",""
"GABA5","Sncb","0.836","1.2324868248244","0.672","","",""
"GABA5","Lhx8","0.832","5.0998611532068","0.664","","",""
"GABA5","Dlk1","0.235","-1.613333859116","0.53","","",""
"GABA5","Rpl13","0.24","-1.1198438763534","0.52","","",""
"GABA5","Rpl18a","0.243","-1.3642040949878","0.514","","",""
"GABA5","Rpl3","0.244","-1.4488372888276","0.512","","",""
"GABA5","Laptm4b","0.752","1.2828094212492","0.504","","",""
"GABA5","Rpl31","0.249","-1.6681500247827","0.502","","",""
"GABA5","Cplx1","0.75","1.8629454471967","0.5","","",""
"GABA5","Rps13","0.254","-3.0893136809203","0.492","","",""
"GABA5","Rps4x","0.256","-1.551359027088","0.488","","",""
"GABA5","Rps18","0.258","-1.0282175866321","0.484","","",""
"GABA5","Fosb","0.259","-1.0926213477881","0.482","","",""
"GABA5","Rpl11","0.26","-2.4356146158243","0.48","","",""
"GABA5","Ybx1","0.269","-1.0936765954745","0.462","","",""
"GABA5","Tmeff2","0.731","1.2176671827844","0.462","","",""
"GABA5","Rps8","0.27","-1.5246976639212","0.46","","",""
"GABA5","Rps27a","0.278","-1.9502393958195","0.444","","",""
"GABA5","Rps7","0.278","-1.2043804094485","0.444","","",""
"GABA5","Ppia","0.281","-1.3299830157107","0.438","","",""
"GABA5","Rps16","0.282","-1.8350367762741","0.436","","",""
"GABA5","Rpl7a","0.284","-2.1491077896853","0.432","","",""
"GABA5","Rps6","0.285","-2.1340068421087","0.43","","",""
"GABA5","Rpl36","0.287","-1.3839885541303","0.426","","",""
"GABA5","Rpl6","0.287","-1.149787930412","0.426","","",""
"GABA5","Rpl24","0.288","-3.2289953738921","0.424","","",""
"GABA5","Rpl23a","0.289","-2.1527364401684","0.422","","",""
"GABA5","Rps23","0.289","-2.2787384208326","0.422","","",""
"GABA5","1700086L19Rik","0.29","-1.1615647929108","0.42","","",""
"GABA5","Rasgrp2","0.708","1.214926256834","0.416","","",""
"GABA5","Stxbp6","0.708","3.0967326663066","0.416","","",""
"GABA5","Rpl17","0.295","-2.2462513418104","0.41","","",""
"GABA5","Slc6a1","0.705","1.1370190413543","0.41","","",""
"GABA5","Rpl36a","0.3","-1.7493092740832","0.4","","",""
"GABA5","Rps12","0.3","-2.4508261275072","0.4","","",""
"GABA6","Pax6","0.964","5.3839364962079","0.928","","",""
"GABA6","Sncb","0.862","1.0913929291737","0.724","","",""
"GABA6","Scg2","0.223","-1.153853354511","0.554","","",""
"GABA6","Pcp4","0.234","-1.8711172563858","0.532","","",""
"GABA6","Odz2","0.754","1.5122290704523","0.508","","",""
"GABA6","Myh7","0.747","2.0763450416744","0.494","","",""
"GABA6","Atp2b4","0.746","1.7540372396147","0.492","","",""
"GABA6","Zic1","0.746","1.4889632977213","0.492","","",""
"GABA6","Prdx6","0.264","-2.0401551470485","0.472","","",""
"GABA6","Tppp3","0.264","-1.1456545836336","0.472","","",""
"GABA6","Pcbd1","0.278","-1.1229554633473","0.444","","",""
"GABA6","Calb2","0.72","2.1268935702505","0.44","","",""
"GABA6","1700086L19Rik","0.281","-1.2703736906974","0.438","","",""
"GABA6","Cnpy2","0.284","-1.0961652872872","0.432","","",""
"GABA6","Pcsk2","0.284","-1.689179077618","0.432","","",""
"GABA6","Cd63","0.287","-1.6864561180499","0.426","","",""
"GABA6","Mtfp1","0.708","1.1279235930217","0.416","","",""
"GABA6","Sez6","0.706","1.6062566176055","0.412","","",""
"GABA6","Pcdh8","0.701","1.9355454957589","0.402","","",""
"GABA7","Crtac1","0.887","1.3283563999732","0.774","","",""
"GABA7","Ddc","0.886","1.7300652976484","0.772","","",""
"GABA7","Rnd3","0.86","1.1693482336031","0.72","","",""
"GABA7","Tmbim4","0.825","1.174124428866","0.65","","",""
"GABA7","1700086L19Rik","0.804","1.0030065726302","0.608","","",""
"GABA7","Th","0.789","1.5207002964105","0.578","","",""
"GABA7","Higd1a","0.212","-4.98984215429","0.576","","",""
"GABA7","Unc13c","0.788","2.8769830458568","0.576","","",""
"GABA7","Trh","0.785","2.4210414540125","0.57","","",""
"GABA7","Rasgrf1","0.224","-1.5291281434734","0.552","","",""
"GABA7","Sox14","0.769","5.0007038825918","0.538","","",""
"GABA7","Cdk14","0.767","1.136560930343","0.534","","",""
"GABA7","Rgs2","0.234","-2.5821859957812","0.532","","",""
"GABA7","Mrpl34","0.242","-2.4705761549897","0.516","","",""
"GABA7","Dnajc25","0.755","2.15041550442","0.51","","",""
"GABA7","P4ha1","0.751","1.1721768277126","0.502","","",""
"GABA7","BC031781","0.748","1.2030006094541","0.496","","",""
"GABA7","Dgkb","0.746","1.2284562055624","0.492","","",""
"GABA7","Alcam","0.255","-2.7485105791433","0.49","","",""
"GABA7","Arid5b","0.745","1.0115577290817","0.49","","",""
"GABA7","Hpcal1","0.257","-2.5406803831102","0.486","","",""
"GABA7","Myo5a","0.257","-1.4807895634037","0.486","","",""
"GABA7","Sult4a1","0.258","-1.31844199428","0.484","","",""
"GABA7","Cops4","0.26","-1.4554558426822","0.48","","",""
"GABA7","Cpne5","0.739","1.2037943752905","0.478","","",""
"GABA7","Scn3b","0.739","1.1552402466507","0.478","","",""
"GABA7","Spock3","0.264","-2.0756872682567","0.472","","",""
"GABA7","Foxp2","0.736","2.1684496158494","0.472","","",""
"GABA7","Riiad1","0.734","1.3922178696444","0.468","","",""
"GABA7","Nkiras1","0.268","-1.4293849006911","0.464","","",""
"GABA7","Kcnip1","0.731","1.2880977243458","0.462","","",""
"GABA7","Aifm3","0.73","1.5249699770595","0.46","","",""
"GABA7","Ptprd","0.729","1.1663562507164","0.458","","",""
"GABA7","Setx","0.724","1.3325512414485","0.448","","",""
"GABA7","Unc50","0.281","-1.8222542138055","0.438","","",""
"GABA7","Gstm1","0.719","1.082013108011","0.438","","",""
"GABA7","Mlf1","0.718","2.0424377833368","0.436","","",""
"GABA7","8430410K20Rik","0.285","-1.8951816586138","0.43","","",""
"GABA7","Tpst2","0.712","1.104137667091","0.424","","",""
"GABA7","Tfg","0.294","-2.0181449631068","0.412","","",""
"GABA7","Gnai3","0.706","1.3654295680958","0.412","","",""
"GABA7","Hs6st2","0.295","-2.4031230801175","0.41","","",""
"GABA7","Rxrg","0.705","1.6472523275738","0.41","","",""
"GABA7","Ppp2r2a","0.297","-1.0850764373255","0.406","","",""
"GABA7","Sgtb","0.297","-1.124862113383","0.406","","",""
"GABA7","Cops8","0.298","-1.0001881298984","0.404","","",""
"GABA7","Bckdhb","0.702","1.5318558333565","0.404","","",""
"GABA7","Trpc4ap","0.702","1.0292068625963","0.404","","",""
"GABA7","Yipf5","0.299","-1.6664330493642","0.402","","",""
"GABA8","Dner","0.924","1.2450274080003","0.848","","",""
"GABA8","Nnat","0.914","2.3357193837773","0.828","","",""
"GABA8","Clu","0.119","-1.79729399682","0.762","","",""
"GABA8","Dlk1","0.865","1.3885481946178","0.73","","",""
"GABA8","Pcp4","0.142","-2.0850329743433","0.716","","",""
"GABA8","Rgs16","0.853","2.4102277460797","0.706","","",""
"GABA8","Pea15a","0.845","1.1929758089121","0.69","","",""
"GABA8","Vipr2","0.839","4.3272845696856","0.678","","",""
"GABA8","Syt10","0.838","1.6535948182816","0.676","","",""
"GABA8","Ndrg1","0.836","2.1388093706676","0.672","","",""
"GABA8","Rora","0.828","2.6432184331275","0.656","","",""
"GABA8","Nrip3","0.821","1.5227815435992","0.642","","",""
"GABA8","Avp","0.816","6.2697212875086","0.632","","",""
"GABA8","Rorb","0.81","1.7094827784874","0.62","","",""
"GABA8","Pcsk2","0.809","1.1872636806082","0.618","","",""
"GABA8","Ly6e","0.192","-1.5418281172014","0.616","","",""
"GABA8","Zic1","0.806","2.3351681828627","0.612","","",""
"GABA8","Hpcal1","0.195","-2.5275803258532","0.61","","",""
"GABA8","Igfbp5","0.803","2.3731433038068","0.606","","",""
"GABA8","Tmem91","0.205","-1.6486819489051","0.59","","",""
"GABA8","Rgs2","0.208","-2.1472239345342","0.584","","",""
"GABA8","Dbi","0.792","1.7197977190668","0.584","","",""
"GABA8","Vgf","0.791","1.3085920510022","0.582","","",""
"GABA8","Tubb3","0.214","-1.1056872115445","0.572","","",""
"GABA8","Nms","0.785","4.2489633892079","0.57","","",""
"GABA8","Rgs4","0.224","-1.8089013870161","0.552","","",""
"GABA8","Ncald","0.226","-1.4743571031568","0.548","","",""
"GABA8","Spock3","0.226","-1.9750412980523","0.548","","",""
"GABA8","Cdh13","0.773","1.3586508512268","0.546","","",""
"GABA8","Ecel1","0.233","-3.0302125979376","0.534","","",""
"GABA8","Pkib","0.767","1.6995678692391","0.534","","",""
"GABA8","Msi2","0.764","1.2560424323845","0.528","","",""
"GABA8","Vsnl1","0.238","-1.367796188409","0.524","","",""
"GABA8","Trp53i11","0.761","1.268299453875","0.522","","",""
"GABA8","C1ql3","0.759","2.9866491048384","0.518","","",""
"GABA8","Cpne6","0.243","-2.7387720271337","0.514","","",""
"GABA8","Rbfox3","0.259","-1.5200957733176","0.482","","",""
"GABA8","Thy1","0.259","-1.4685919527313","0.482","","",""
"GABA8","Dgkb","0.26","-2.0187358626769","0.48","","",""
"GABA8","Matk","0.265","-1.2955176612444","0.47","","",""
"GABA8","Chga","0.733","1.0130502762361","0.466","","",""
"GABA8","Ctxn1","0.269","-1.0682001294885","0.462","","",""
"GABA8","Reep1","0.27","-1.7980682942848","0.46","","",""
"GABA8","Ngb","0.271","-1.7119101531664","0.458","","",""
"GABA8","B3gat2","0.725","1.4923773889171","0.45","","",""
"GABA8","Dync1i1","0.278","-1.0350107660832","0.444","","",""
"GABA8","Ass1","0.279","-1.9203058165021","0.442","","",""
"GABA8","Pcdh17","0.279","-1.0487539207717","0.442","","",""
"GABA8","Gpx3","0.281","-1.0917771838959","0.438","","",""
"GABA8","Nefl","0.281","-2.2112849311656","0.438","","",""
"GABA8","Asb4","0.283","-2.7046970122387","0.434","","",""
"GABA8","Hlf","0.716","1.2039110485019","0.432","","",""
"GABA8","Gabra2","0.286","-1.4604673702578","0.428","","",""
"GABA8","Hpca","0.286","-2.2201303589748","0.428","","",""
"GABA8","Isl1","0.289","-2.862050701127","0.422","","",""
"GABA8","Snca","0.291","-1.9694368286741","0.418","","",""
"GABA8","Cited1","0.292","-4.4905652558944","0.416","","",""
"GABA8","Prokr2","0.705","3.571272312936","0.41","","",""
"GABA8","Fxyd7","0.298","-2.1367103496537","0.404","","",""
"GABA8","Gabra5","0.298","-2.306482246583","0.404","","",""
"GABA8","4930506M07Rik","0.702","1.2915462800163","0.404","","",""
"GABA9","1500016L03Rik","0.972","2.6408941904023","0.944","","",""
"GABA9","Lhx1","0.954","3.1430371243923","0.908","","",""
"GABA9","Synpr","0.876","2.1270182297895","0.752","","",""
"GABA9","Igfbp5","0.867","1.4805643326165","0.734","","",""
"GABA9","Arhgap6","0.862","1.4823372811095","0.724","","",""
"GABA9","Cd24a","0.848","2.9497260204221","0.696","","",""
"GABA9","Six3","0.847","1.475552908558","0.694","","",""
"GABA9","Cadps2","0.836","2.292407873995","0.672","","",""
"GABA9","Syt10","0.836","1.7764121825113","0.672","","",""
"GABA9","Nfkbiz","0.825","1.90382746483","0.65","","",""
"GABA9","Vip","0.824","5.8782249691001","0.648","","",""
"GABA9","Trp53i11","0.818","1.3166199266325","0.636","","",""
"GABA9","Chst1","0.816","1.3787802886527","0.632","","",""
"GABA9","Id4","0.815","1.8527668329785","0.63","","",""
"GABA9","Msi2","0.796","1.0208093404552","0.592","","",""
"GABA9","Thy1","0.205","-3.5942378273229","0.59","","",""
"GABA9","Clu","0.206","-1.3902443096778","0.588","","",""
"GABA9","Napb","0.215","-1.8585131582765","0.57","","",""
"GABA9","Hpcal1","0.22","-3.6771948162873","0.56","","",""
"GABA9","Cdh2","0.776","1.395579984894","0.552","","",""
"GABA9","Spon1","0.775","1.9211018937183","0.55","","",""
"GABA9","Pou2f2","0.774","2.0876569580409","0.548","","",""
"GABA9","Rgs16","0.769","1.4231666718571","0.538","","",""
"GABA9","Tpbg","0.769","3.2360155473266","0.538","","",""
"GABA9","Lin7a","0.768","1.2161319697248","0.536","","",""
"GABA9","Ppfia2","0.763","1.5322751638695","0.526","","",""
"GABA9","Serp2","0.24","-1.1472608788898","0.52","","",""
"GABA9","Syt1","0.24","-1.3071335416336","0.52","","",""
"GABA9","Rgs4","0.242","-1.991462689829","0.516","","",""
"GABA9","Pbx1","0.757","1.2729867288495","0.514","","",""
"GABA9","Cplx2","0.244","-2.0926024835928","0.512","","",""
"GABA9","Pcmt1","0.246","-1.0951265604047","0.508","","",""
"GABA9","Zfhx3","0.749","1.4788176319421","0.498","","",""
"GABA9","Six6","0.748","1.4645740337077","0.496","","",""
"GABA9","Ecel1","0.255","-5.4519912017078","0.49","","",""
"GABA9","4930506M07Rik","0.745","1.2155953601523","0.49","","",""
"GABA9","Tob1","0.745","1.0096760117976","0.49","","",""
"GABA9","Ttll5","0.744","2.1104816281525","0.488","","",""
"GABA9","2010204K13Rik","0.258","-1.2221952997553","0.484","","",""
"GABA9","Calb2","0.74","1.2245545515335","0.48","","",""
"GABA9","Alcam","0.738","1.2200975166215","0.476","","",""
"GABA9","Parm1","0.737","1.3723593554636","0.474","","",""
"GABA9","Rgnef","0.732","1.383550170969","0.464","","",""
"GABA9","Junb","0.731","1.0083088931443","0.462","","",""
"GABA9","Rph3a","0.731","1.0066940937237","0.462","","",""
"GABA9","Odz3","0.729","1.5944083659229","0.458","","",""
"GABA9","Gabra3","0.273","-1.5432655164853","0.454","","",""
"GABA9","Nr3c1","0.277","-2.8654160306117","0.446","","",""
"GABA9","Six3os1","0.72","1.9080119566746","0.44","","",""
"GABA9","Dgkb","0.282","-2.5434822979884","0.436","","",""
"GABA9","Rgs2","0.284","-1.6315590024825","0.432","","",""
"GABA9","Rora","0.712","1.0789667860718","0.424","","",""
"GABA9","Pcdh19","0.711","1.1351038456458","0.422","","",""
"GABA9","Poldip3","0.711","1.0599433489154","0.422","","",""
"GABA9","Wdr61","0.291","-2.1280585011136","0.418","","",""
"GABA9","2810405K02Rik","0.293","-1.3561133385219","0.414","","",""
"GABA9","Nefl","0.293","-2.9929654344057","0.414","","",""
"GABA9","AI836003","0.707","1.0540821489529","0.414","","",""
"GABA9","Aldoc","0.296","-1.5499603846644","0.408","","",""
"GABA9","Rab3b","0.296","-1.2389875875486","0.408","","",""
"GABA9","1700001L19Rik","0.704","1.0117646700431","0.408","","",""
"GABA9","Dpcd","0.297","-1.0042228973966","0.406","","",""
"GABA9","Gnal","0.297","-2.7067978022934","0.406","","",""
"GABA9","Pdlim7","0.298","-1.4605490782552","0.404","","",""
"GABA9","Mtch2","0.299","-1.1666666279923","0.402","","",""
"GABA9","Stk32a","0.701","1.1375158645875","0.402","","",""
"GABA9","Sf3b5","0.3","-1.2055215790985","0.4","","",""
"GABA10","Prok2","0.975","2.9401954547388","0.95","","",""
"GABA10","Zcchc12","0.952","1.041672887369","0.904","","",""
"GABA10","Calcr","0.934","2.6526507696669","0.868","","",""
"GABA10","Ccne1","0.921","2.2848879298298","0.842","","",""
"GABA10","Alcam","0.912","1.5255959959538","0.824","","",""
"GABA10","Nr2f2","0.891","1.8635750518576","0.782","","",""
"GABA10","Herc3","0.887","1.4207994406042","0.774","","",""
"GABA10","Prlr","0.867","1.4906707592578","0.734","","",""
"GABA10","Slc5a5","0.857","1.6834521818287","0.714","","",""
"GABA10","Lin7a","0.841","1.1181633283595","0.682","","",""
"GABA10","Syt1","0.163","-2.5456605369601","0.674","","",""
"GABA10","Gpc4","0.837","1.8945968070722","0.674","","",""
"GABA10","Tmcc3","0.834","1.1518252881186","0.668","","",""
"GABA10","Gpc3","0.833","1.472333859273","0.666","","",""
"GABA10","Lypd1","0.829","1.1676805712872","0.658","","",""
"GABA10","Irs4","0.826","1.0421521627313","0.652","","",""
"GABA10","Atp6ap1l","0.825","2.1898763572849","0.65","","",""
"GABA10","Hmx2","0.815","1.5709364517182","0.63","","",""
"GABA10","Luzp2","0.814","1.222844771424","0.628","","",""
"GABA10","Brs3","0.813","3.1622484450893","0.626","","",""
"GABA10","Dlk1","0.199","-3.0928285444541","0.602","","",""
"GABA10","Egfl7","0.794","1.036216225515","0.588","","",""
"GABA10","Efhd2","0.792","1.0055120100404","0.584","","",""
"GABA10","B4galt6","0.787","1.013634514496","0.574","","",""
"GABA10","Mgat4c","0.787","1.1910612671126","0.574","","",""
"GABA10","Hmx3","0.778","1.1491307613288","0.556","","",""
"GABA10","Fgf9","0.776","1.341667295898","0.552","","",""
"GABA10","Dtna","0.772","1.2054506849252","0.544","","",""
"GABA10","Ethe1","0.768","1.1414445373807","0.536","","",""
"GABA10","Gfra2","0.767","1.1755510941891","0.534","","",""
"GABA10","Nkain4","0.765","1.6143049815633","0.53","","",""
"GABA10","Cntn4","0.762","2.2593666425813","0.524","","",""
"GABA10","Trpc5","0.762","1.5816414012714","0.524","","",""
"GABA10","Khnyn","0.759","2.1301224905743","0.518","","",""
"GABA10","Ndst4","0.759","2.195503726814","0.518","","",""
"GABA10","Mad2l2","0.758","1.0144559607558","0.516","","",""
"GABA10","Rgs20","0.757","1.2358864229693","0.514","","",""
"GABA10","Plcxd3","0.756","1.4053071994586","0.512","","",""
"GABA10","Crim1","0.747","1.1688210191947","0.494","","",""
"GABA10","Tmod1","0.747","1.3367488002893","0.494","","",""
"GABA10","Tmem176b","0.256","-5.2721154694992","0.488","","",""
"GABA10","Oprk1","0.743","1.3983832396795","0.486","","",""
"GABA10","Cadm2","0.742","1.0268792687487","0.484","","",""
"GABA10","Elavl1","0.741","1.0975387264738","0.482","","",""
"GABA10","Stc1","0.74","1.4848615134816","0.48","","",""
"GABA10","Rasgrf1","0.262","-1.0505133085813","0.476","","",""
"GABA10","Dlg3","0.738","1.283184078951","0.476","","",""
"GABA10","Hps1","0.737","1.7130339860972","0.474","","",""
"GABA10","Apoc3","0.735","1.4116253552696","0.47","","",""
"GABA10","Slitrk2","0.734","1.4892956648207","0.468","","",""
"GABA10","Cpne7","0.729","1.0138501275355","0.458","","",""
"GABA10","Cdh13","0.275","-5.0431174775015","0.45","","",""
"GABA10","Mark2","0.723","1.117855776538","0.446","","",""
"GABA10","Dlx1as","0.722","1.2986471384085","0.444","","",""
"GABA10","Rapgef2","0.72","1.1250762492842","0.44","","",""
"GABA10","Sec22c","0.72","1.1494686327643","0.44","","",""
"GABA10","Mier2","0.711","1.149078858256","0.422","","",""
"GABA10","Rragc","0.709","1.1539694789335","0.418","","",""
"GABA10","Pth2r","0.708","2.9372603114206","0.416","","",""
"GABA10","Insm2","0.704","2.6501312897674","0.408","","",""
"GABA10","Vat1l","0.298","-1.3772781328249","0.404","","",""
"GABA10","Arhgap6","0.299","-5.0708321076107","0.402","","",""
"GABA11","Ghrh","1","6.9219260578389","1","","",""
"GABA11","Gal","0.923","1.5516478697397","0.846","","",""
"GABA11","Ecel1","0.92","1.386172354523","0.84","","",""
"GABA11","Rpl11","0.861","1.2172357713822","0.722","","",""
"GABA11","Scgn","0.861","3.0306636006098","0.722","","",""
"GABA11","Rpl3","0.845","1.0339016084747","0.69","","",""
"GABA11","Asb4","0.843","1.3605944516711","0.686","","",""
"GABA11","Rps17","0.843","1.2617853270164","0.686","","",""
"GABA11","Rps27a","0.843","1.1938442953775","0.686","","",""
"GABA11","Rpl31","0.842","1.0616825085143","0.684","","",""
"GABA11","Rps12","0.842","1.3940774791402","0.684","","",""
"GABA11","Rpl6","0.84","1.0107060889482","0.68","","",""
"GABA11","Rps8","0.819","1.0343350449041","0.638","","",""
"GABA11","Kcnip1","0.818","1.2119807296164","0.636","","",""
"GABA11","Rps23","0.816","1.2053961393742","0.632","","",""
"GABA11","Rpl9","0.812","1.0723918149047","0.624","","",""
"GABA11","Rpl36a","0.811","1.1106505503784","0.622","","",""
"GABA11","Tmem35","0.811","1.4286775457356","0.622","","",""
"GABA11","Slc10a4","0.8","2.8532824907617","0.6","","",""
"GABA11","Rpl21","0.798","1.0415254742602","0.596","","",""
"GABA11","Rpl17","0.794","1.0688152683531","0.588","","",""
"GABA11","Rpl12","0.786","1.3138507654876","0.572","","",""
"GABA11","Pik3r1","0.771","1.4582544193598","0.542","","",""
"GABA11","Pcsk2","0.235","-2.7354611160014","0.53","","",""
"GABA11","Xist","0.235","-1.1121603151341","0.53","","",""
"GABA11","Thy1","0.239","-2.2833170030923","0.522","","",""
"GABA11","Atp1b3","0.758","1.0056083048694","0.516","","",""
"GABA11","Rpl28","0.755","1.0052710276897","0.51","","",""
"GABA11","Aldoc","0.249","-2.4218349175127","0.502","","",""
"GABA11","Ntm","0.254","-2.3265130027865","0.492","","",""
"GABA11","Nfkbia","0.744","1.1180920947326","0.488","","",""
"GABA11","Blcap","0.257","-1.0750190740351","0.486","","",""
"GABA11","Dner","0.265","-1.1861507127378","0.47","","",""
"GABA11","Cygb","0.266","-1.5783824483879","0.468","","",""
"GABA11","Tmem90a","0.733","2.1583599883155","0.466","","",""
"GABA11","Fstl5","0.732","1.4289667599047","0.464","","",""
"GABA11","Chn2","0.731","1.5153264390819","0.462","","",""
"GABA11","Lamb3","0.724","1.7230872072204","0.448","","",""
"GABA11","Pld5","0.724","2.1019929548501","0.448","","",""
"GABA11","Rnf219","0.723","1.7441809293748","0.446","","",""
"GABA11","Mt3","0.28","-1.1604164529398","0.44","","",""
"GABA11","Arhgap24","0.712","1.8700797626324","0.424","","",""
"GABA11","Aes","0.289","-1.0404351872098","0.422","","",""
"GABA11","Grik1","0.71","1.2735971108171","0.42","","",""
"GABA11","Nlk","0.71","1.3267892507432","0.42","","",""
"GABA11","Gsx1","0.709","1.943671936918","0.418","","",""
"GABA11","Vsnl1","0.293","-1.3228617673499","0.414","","",""
"GABA11","Hs6st2","0.294","-2.6481895793411","0.412","","",""
"GABA11","Cacna2d2","0.295","-1.4670936960703","0.41","","",""
"GABA11","E2f6","0.704","1.1065637810158","0.408","","",""
"GABA11","Plp1","0.297","1.3588786372175","0.406","","",""
"GABA11","Chst1","0.3","-1.3679110515843","0.4","","",""
"GABA12","Crabp1","0.983","4.9223668780024","0.966","","",""
"GABA12","Tbx3","0.854","2.4000042211318","0.708","","",""
"GABA12","Vgll3","0.784","3.898161123324","0.568","","",""
"GABA12","Rxrg","0.774","2.0499858939661","0.548","","",""
"GABA12","BC048546","0.766","1.7317772832925","0.532","","",""
"GABA12","Gad2","0.242","-1.0743489244653","0.516","","",""
"GABA12","Gabra5","0.74","1.3542564895756","0.48","","",""
"GABA12","Dgkk","0.724","1.2061650602671","0.448","","",""
"GABA12","Thy1","0.285","-1.6817644387091","0.43","","",""
"GABA12","Necab1","0.705","1.7802588765529","0.41","","",""
"GABA13","Gal","0.846","2.4200796663919","0.692","","",""
"GABA13","Rgs10","0.838","1.6525870796413","0.676","","",""
"GABA13","Hpcal1","0.83","1.0432585105907","0.66","","",""
"GABA13","Dlx1","0.814","1.1822493962366","0.628","","",""
"GABA13","Hmx3","0.77","1.742737070647","0.54","","",""
"GABA13","Slc18a2","0.734","1.2588417483215","0.468","","",""
"GABA13","Dgkb","0.727","1.0526868621887","0.454","","",""
"GABA13","Pde1c","0.708","1.8536988893516","0.416","","",""
"GABA14","Rap2b","0.863","1.6536066630456","0.726","","",""
"GABA14","Sst","0.853","2.3726806478302","0.706","","",""
"GABA14","Nrgn","0.85","2.1071523111384","0.7","","",""
"GABA14","Sstr1","0.843","2.3768232776704","0.686","","",""
"GABA14","Cpne6","0.819","1.1025690877176","0.638","","",""
"GABA14","Rnf128","0.813","1.8607640438555","0.626","","",""
"GABA14","Amigo2","0.783","1.4299892298091","0.566","","",""
"GABA14","Dcaf12l1","0.772","1.0854762515256","0.544","","",""
"GABA14","Cbln4","0.752","2.0975795004623","0.504","","",""
"GABA14","Nnat","0.256","-2.152741982105","0.488","","",""
"GABA14","Gpr101","0.738","2.099074409899","0.476","","",""
"GABA14","Ngb","0.734","1.0138633139246","0.468","","",""
"GABA14","Efnb2","0.732","1.8667689594178","0.464","","",""
"GABA14","Dlx1","0.277","-3.4556504985241","0.446","","",""
"GABA14","Pde4b","0.72","1.376854074045","0.44","","",""
"GABA14","Dpp10","0.717","1.2605721746918","0.434","","",""
"GABA15","Agrp","0.991","6.0144410958036","0.982","","",""
"GABA15","Npy","0.991","3.467262682218","0.982","","",""
"GABA15","Serpina3n","0.973","3.0501429681986","0.946","","",""
"GABA15","Cited1","0.969","2.5247334135982","0.938","","",""
"GABA15","Irs4","0.898","1.8075130743484","0.796","","",""
"GABA15","Kcnk2","0.857","1.6900813141151","0.714","","",""
"GABA15","Rgs2","0.85","1.3935281590614","0.7","","",""
"GABA15","Gpx3","0.838","1.0330620000201","0.676","","",""
"GABA15","Tmem176b","0.836","1.1219747652412","0.672","","",""
"GABA15","Acvr1c","0.835","3.4696319238772","0.67","","",""
"GABA15","Arhgap6","0.819","1.215955602376","0.638","","",""
"GABA15","Ociad2","0.818","1.1679876808658","0.636","","",""
"GABA15","Npy2r","0.813","1.5442638653792","0.626","","",""
"GABA15","Atf3","0.811","2.3033649195904","0.622","","",""
"GABA15","Fam159b","0.809","1.7867971777603","0.618","","",""
"GABA15","H2-D1","0.809","1.0668476202653","0.618","","",""
"GABA15","Ghr","0.807","2.6401197466147","0.614","","",""
"GABA15","B2m","0.802","1.2013605587521","0.604","","",""
"GABA15","Rrad","0.796","1.3290552351114","0.592","","",""
"GABA15","Vsnl1","0.206","-2.0006782069086","0.588","","",""
"GABA15","Tbx3","0.794","1.8912998739417","0.588","","",""
"GABA15","Igsf1","0.791","1.6818719322057","0.582","","",""
"GABA15","Slc32a1","0.21","-1.1556036110752","0.58","","",""
"GABA15","Nnat","0.215","-2.394192590804","0.57","","",""
"GABA15","Prkar2b","0.782","1.3110014672809","0.564","","",""
"GABA15","Stat3","0.773","1.2390821087632","0.546","","",""
"GABA15","Pitpnc1","0.765","1.4409930302","0.53","","",""
"GABA15","Fam107a","0.764","2.0093337301802","0.528","","",""
"GABA15","Cd63","0.763","1.0254994593599","0.526","","",""
"GABA15","4732456N10Rik","0.76","2.4495720398403","0.52","","",""
"GABA15","Krtap17-1","0.76","2.9889817496965","0.52","","",""
"GABA15","Rnd3","0.756","1.2565656566365","0.512","","",""
"GABA15","Arhgap36","0.75","1.1254010448126","0.5","","",""
"GABA15","Tmem176a","0.75","1.2916049764136","0.5","","",""
"GABA15","Csgalnact1","0.748","2.0086595302341","0.496","","",""
"GABA15","Rgnef","0.739","1.2396177670573","0.478","","",""
"GABA15","Angpt1","0.735","3.1943007871947","0.47","","",""
"GABA15","Nfkbiz","0.735","1.2287208546685","0.47","","",""
"GABA15","Syt1","0.266","-1.3264417274338","0.468","","",""
"GABA15","Dlx1","0.267","-3.9894813961814","0.466","","",""
"GABA15","Hspb8","0.732","2.7165738394729","0.464","","",""
"GABA15","Hpcal1","0.273","-2.1020931832445","0.454","","",""
"GABA15","Vwa5a","0.724","2.7293833606436","0.448","","",""
"GABA15","Flrt3","0.722","1.1834867527121","0.444","","",""
"GABA15","Calcr","0.72","1.0864441110698","0.44","","",""
